ID1,Id2,Id2,ID3,Age,kg,kg,cm,DOB,Study,Grade
4249,521,521,61,50,57,57,194,4/25/1992,Master,C+
311,2402,2402,3954,50,99,99,183,1/27/1990,Master,B-
1422,1081,1081,1797,57,50,50,192,11/12/1987,Master,D+
2207,3693,3693,4319,30,57,57,189,3/31/1985,Bachelor,F+
2417,4539,4539,4974,53,83,83,153,7/26/1986,Doctorate,F-
1957,4589,4589,4784,21,77,77,190,11/4/1989,Ph.D.,B-
376,1241,1241,3618,56,85,85,179,3/25/1990,Master,C-
1016,156,156,1347,21,54,54,197,12/13/1985,Master,B+
4124,4554,4554,2042,33,79,79,183,6/24/1986,Master,A-
4529,1136,1136,4929,53,51,51,189,11/23/1990,Ph.D.,D+
56,4289,4289,166,21,93,93,172,2/28/1990,Ph.D.,B+
1407,3278,3278,741,46,79,79,194,3/13/1988,Bachelor,A+
1702,3288,3288,1962,58,74,74,186,4/11/1989,Doctorate,A+
4314,2678,2678,76,20,91,91,157,6/25/1988,Bachelor,C-
581,791,791,2087,23,107,107,172,3/23/1989,Master,D+
3433,4669,4669,1677,38,81,81,166,5/4/1995,Ph.D.,A+
4014,2207,2207,2708,57,87,87,164,2/3/1987,Master,C+
1337,2192,2192,4254,50,77,77,179,6/6/1990,Doctorate,B-
106,3518,3518,2688,43,50,50,167,12/11/1987,Master,D+
1617,2292,2292,1006,53,64,64,152,2/23/1991,Bachelor,B-
396,3839,3839,4694,54,58,58,185,6/11/1994,Doctorate,B-
1892,1277,1277,2402,49,87,87,155,1/29/1986,Master,D+
3028,1577,1577,2037,25,57,57,183,7/30/1998,Doctorate,B-
4304,1522,1522,4424,34,68,68,188,10/17/1995,Ph.D.,B+
3638,256,256,2963,34,62,62,184,5/14/1986,Bachelor,A+
1487,2052,2052,4324,52,95,95,198,9/5/1992,Doctorate,C+
2588,1382,1382,2482,52,88,88,191,3/14/1985,Master,F-
2993,906,906,3233,58,64,64,178,8/27/1997,Ph.D.,D-
3223,151,151,2893,50,94,94,169,2/10/1990,Ph.D.,B-
4644,3708,3708,41,37,72,72,167,5/15/1989,Bachelor,B+
4009,1497,1497,3288,53,53,53,157,10/29/1998,Master,A+
1607,2457,2457,2237,58,76,76,199,7/5/1988,Doctorate,A+
3458,3273,3273,346,48,53,53,156,9/17/1987,Ph.D.,F+
1322,201,201,3243,34,57,57,182,1/8/1990,Master,A+
3673,2087,2087,771,37,55,55,184,9/30/1995,Ph.D.,B+
886,931,931,1917,42,51,51,173,3/18/1995,Ph.D.,C-
2192,1742,1742,3593,58,84,84,172,7/15/1995,Bachelor,D-
3944,4274,4274,2382,45,61,61,165,9/1/1998,Ph.D.,A+
486,4284,4284,2442,55,55,55,188,11/25/1996,Doctorate,D-
3994,1492,1492,1357,35,74,74,170,9/11/1988,Doctorate,F+
4794,4299,4299,1607,47,70,70,176,4/2/1986,Master,F-
3228,956,956,3168,44,58,58,162,2/20/1986,Bachelor,F-
4744,561,561,6,49,74,74,160,5/9/1996,Bachelor,C-
1982,2352,2352,2047,39,80,80,178,4/22/1998,Master,C+
3894,3433,3433,3784,30,105,105,152,4/26/1985,Master,A-
4364,36,36,1532,51,83,83,168,5/13/1986,Doctorate,D+
1577,2908,2908,1527,26,78,78,197,11/22/1988,Doctorate,F+
4864,3368,3368,416,49,93,93,194,6/5/1987,Doctorate,F-
3969,4474,4474,1106,45,96,96,176,10/10/1991,Doctorate,B+
4209,4524,4524,2693,38,56,56,156,12/21/1995,Bachelor,B+
3038,1587,1587,361,59,106,106,163,6/23/1994,Doctorate,B+
741,4594,4594,1231,47,63,63,193,9/7/1992,Master,D-
4894,3423,3423,1522,42,70,70,166,12/11/1988,Bachelor,D-
1977,3073,3073,1867,20,103,103,154,10/6/1997,Bachelor,D-
3478,3038,3038,821,20,85,85,195,6/20/1993,Bachelor,A-
4664,276,276,1912,49,94,94,174,2/9/1990,Doctorate,D-
986,1061,1061,3238,54,72,72,189,12/2/1991,Ph.D.,D+
3348,3754,3754,986,20,104,104,193,11/10/1991,Bachelor,D-
2698,3243,3243,2117,26,62,62,169,7/5/1991,Doctorate,D+
481,751,751,2032,40,95,95,168,5/10/1991,Bachelor,C-
3463,1652,1652,681,31,79,79,175,1/26/1997,Bachelor,C+
3899,3453,3453,1802,31,89,89,187,10/4/1989,Ph.D.,D+
3774,3523,3523,646,20,90,90,197,9/23/1986,Master,D+
2713,2818,2818,181,34,97,97,183,8/26/1989,Bachelor,F+
11,1302,1302,3809,28,75,75,199,3/11/1986,Doctorate,C-
1392,331,331,911,46,59,59,179,2/1/1988,Bachelor,C-
4629,2007,2007,126,50,76,76,198,5/5/1989,Bachelor,C-
2302,3733,3733,4899,51,89,89,179,11/1/1989,Bachelor,F-
1987,2232,2232,501,43,89,89,189,12/12/1998,Bachelor,B-
1377,2327,2327,3754,34,71,71,167,6/20/1985,Doctorate,F+
1532,4509,4509,3513,37,105,105,185,4/2/1998,Master,C+
3538,816,816,2172,39,93,93,170,7/4/1989,Ph.D.,C-
1332,4949,4949,1246,56,66,66,193,3/30/1987,Doctorate,A+
646,3043,3043,4454,42,99,99,184,12/17/1991,Bachelor,D+
4954,2533,2533,1026,31,100,100,197,6/7/1993,Ph.D.,D+
1121,1357,1357,1362,49,84,84,173,12/25/1993,Ph.D.,D-
361,2112,2112,3658,51,97,97,185,12/23/1995,Ph.D.,A+
466,2397,2397,2022,34,83,83,167,9/3/1998,Bachelor,A+
2232,1076,1076,3743,53,50,50,191,12/27/1996,Doctorate,F-
1387,4494,4494,2573,48,62,62,150,8/17/1997,Ph.D.,C+
4184,1662,1662,4114,51,94,94,155,11/22/1998,Doctorate,A+
4784,1036,1036,4629,25,85,85,180,12/9/1991,Doctorate,D-
3243,1642,1642,2873,48,54,54,154,12/27/1988,Bachelor,D-
781,51,51,3268,59,74,74,189,10/31/1986,Ph.D.,B+
3593,3764,3764,2137,20,68,68,158,3/21/1991,Bachelor,C-
4659,1967,1967,1747,56,106,106,190,9/3/1990,Ph.D.,C-
4049,2813,2813,931,38,82,82,152,7/13/1992,Bachelor,F+
176,876,876,1452,44,77,77,154,3/5/1990,Ph.D.,B-
2683,4014,4014,2703,40,105,105,181,4/22/1994,Doctorate,B+
4294,4174,4174,3358,35,104,104,190,1/24/1986,Ph.D.,F+
3403,2042,2042,4079,43,72,72,154,9/2/1991,Ph.D.,D-
2092,3894,3894,2207,35,102,102,176,7/13/1988,Ph.D.,D+
996,841,841,516,52,71,71,193,6/4/1987,Master,C-
701,2833,2833,81,25,57,57,152,7/31/1986,Ph.D.,B-
4504,3328,3328,2683,40,57,57,165,7/30/1992,Ph.D.,C+
3518,4409,4409,4159,30,99,99,182,6/21/1988,Doctorate,F-
4129,566,566,1482,40,70,70,187,12/25/1986,Master,F-
4334,3583,3583,1066,57,103,103,174,9/13/1987,Bachelor,F-
1026,261,261,4354,23,94,94,188,2/24/1985,Ph.D.,D+
491,3934,3934,611,54,55,55,170,3/31/1990,Bachelor,B-
4269,846,846,4479,49,54,54,169,12/16/1998,Doctorate,D-
2583,2372,2372,2182,59,80,80,169,1/16/1988,Ph.D.,B-
2247,1672,1672,1792,46,62,62,170,9/19/1995,Doctorate,C-
3623,3253,3253,3133,51,92,92,159,6/16/1988,Bachelor,C+
1161,4314,4314,2538,36,83,83,161,10/8/1995,Doctorate,D-
4919,1206,1206,4484,33,71,71,166,9/14/1995,Master,C-
3794,191,191,4994,47,92,92,194,9/7/1993,Master,F+
4819,4339,4339,4494,38,105,105,157,5/4/1990,Doctorate,D-
2437,3738,3738,3368,57,105,105,194,8/29/1987,Ph.D.,C-
296,2803,2803,1602,21,76,76,174,12/13/1998,Bachelor,D+
316,471,471,3433,46,91,91,163,8/4/1998,Ph.D.,C+
3058,1442,1442,4229,39,61,61,158,7/13/1989,Master,A+
4984,2508,2508,3103,34,91,91,162,2/7/1985,Master,B-
1827,2978,2978,306,45,73,73,173,4/20/1987,Ph.D.,A+
1467,4114,4114,3263,57,57,57,158,8/23/1989,Master,A-
3653,4009,4009,4209,46,63,63,169,3/1/1986,Master,B-
3493,2167,2167,2477,44,82,82,171,6/6/1989,Ph.D.,A-
1847,6,6,4739,42,100,100,190,11/11/1991,Ph.D.,A-
4539,1912,1912,2663,39,69,69,174,2/4/1986,Master,D+
161,2968,2968,636,58,84,84,193,1/3/1995,Master,C+
791,1011,1011,2763,22,77,77,184,11/15/1986,Doctorate,A-
611,3503,3503,616,48,103,103,159,8/21/1992,Doctorate,A+
4604,4504,4504,4894,26,89,89,173,3/21/1994,Master,F+
2267,2102,2102,131,54,99,99,170,1/18/1996,Bachelor,A+
4069,3458,3458,4149,50,60,60,196,7/10/1996,Ph.D.,F-
586,536,536,3518,50,55,55,188,2/15/1994,Doctorate,C+
1492,1757,1757,4309,49,77,77,188,12/30/1992,Master,D-
4454,1697,1697,3859,21,102,102,152,2/17/1993,Master,B+
1582,3944,3944,4259,25,66,66,166,5/21/1996,Master,F+
716,2482,2482,1667,46,96,96,163,3/6/1986,Doctorate,A-
846,186,186,351,42,62,62,151,10/19/1988,Bachelor,D-
3839,4909,4909,2768,42,101,101,164,8/2/1990,Bachelor,C+
3088,86,86,3708,34,91,91,179,5/7/1988,Bachelor,C-
4434,586,586,4489,48,75,75,152,6/9/1996,Bachelor,F-
2032,1362,1362,4234,27,96,96,175,2/27/1988,Doctorate,B+
2362,2317,2317,1887,52,57,57,195,7/24/1989,Master,A-
841,4434,4434,3683,42,97,97,193,2/15/1993,Doctorate,A+
1897,4954,4954,3478,41,84,84,153,1/1/1997,Ph.D.,C+
4359,1797,1797,3613,56,86,86,192,1/29/1989,Master,B+
241,4034,4034,4614,25,65,65,178,4/26/1994,Bachelor,F-
4914,1096,1096,2012,36,51,51,196,11/22/1986,Ph.D.,B+
2402,3473,3473,781,36,77,77,150,3/4/1994,Ph.D.,F+
356,1001,1001,3829,57,52,52,166,7/21/1986,Master,A+
4419,2117,2117,4969,36,56,56,180,2/12/1996,Ph.D.,B+
1837,221,221,3834,28,63,63,186,8/26/1997,Doctorate,B-
2728,991,991,2943,51,72,72,186,9/6/1991,Ph.D.,C+
3428,2072,2072,116,30,97,97,172,6/19/1986,Doctorate,A-
3598,4499,4499,1632,32,101,101,185,4/12/1996,Doctorate,F-
1051,4449,4449,4074,35,84,84,179,4/5/1994,Ph.D.,C+
4239,3023,3023,1487,44,103,103,174,12/15/1990,Ph.D.,C+
1206,981,981,1312,24,59,59,172,4/27/1992,Ph.D.,A+
3578,4189,4189,2833,28,73,73,186,1/25/1994,Doctorate,D+
3764,2017,2017,1582,27,76,76,176,8/31/1985,Master,D-
3108,3819,3819,2052,42,86,86,189,7/25/1988,Doctorate,D+
4929,3884,3884,3003,58,77,77,185,8/19/1985,Master,F+
4084,1807,1807,921,32,105,105,186,3/3/1995,Doctorate,F+
201,2963,2963,851,54,87,87,188,6/12/1990,Master,B+
3353,4839,4839,1832,57,99,99,187,3/21/1992,Master,F-
3343,3013,3013,536,28,108,108,150,9/10/1993,Master,A+
956,3949,3949,3603,43,80,80,165,1/11/1998,Doctorate,C+
981,2307,2307,1577,29,68,68,189,5/6/1989,Doctorate,B-
4899,1086,1086,756,56,80,80,173,3/18/1994,Master,A-
3723,46,46,431,22,56,56,190,5/12/1985,Bachelor,B-
1992,1842,1842,2367,52,58,58,175,6/18/1986,Ph.D.,F-
4099,2873,2873,456,39,107,107,175,3/20/1990,Master,D+
3849,1592,1592,2127,31,75,75,189,2/11/1989,Doctorate,A+
3844,1517,1517,2728,58,97,97,190,7/26/1991,Master,A-
4234,491,491,4829,38,97,97,180,9/19/1989,Ph.D.,C+
4284,3814,3814,3924,41,81,81,159,5/10/1997,Ph.D.,F+
1522,3338,3338,2533,34,103,103,181,3/4/1988,Ph.D.,F+
4424,2513,2513,3879,45,57,57,195,5/19/1989,Doctorate,A+
3934,1437,1437,1021,38,101,101,182,8/14/1986,Ph.D.,A+
3423,4004,4004,1732,53,76,76,163,7/12/1985,Master,F+
216,2152,2152,4964,39,92,92,159,6/4/1988,Ph.D.,C-
111,966,966,3608,58,88,88,189,9/26/1990,Ph.D.,A+
101,3268,3268,1817,49,82,82,171,9/4/1991,Bachelor,C-
2352,1627,1627,3663,42,71,71,195,12/4/1991,Bachelor,C-
1922,4974,4974,1562,31,64,64,171,8/24/1986,Bachelor,C+
2007,4879,4879,4054,36,92,92,168,11/25/1997,Ph.D.,F-
3368,271,271,11,58,64,64,176,12/6/1991,Doctorate,B+
536,3889,3889,3203,56,59,59,180,10/11/1989,Bachelor,A-
3173,4039,4039,4214,56,60,60,197,7/22/1998,Ph.D.,A-
421,676,676,1537,35,109,109,170,8/25/1993,Bachelor,B+
1086,3438,3438,3098,30,50,50,157,11/29/1995,Bachelor,B+
3759,3363,3363,2753,41,52,52,163,1/15/1991,Master,D+
2037,141,141,5000,26,75,75,172,7/22/1993,Bachelor,B-
4949,746,746,2618,45,83,83,196,4/29/1992,Master,B-
4649,2162,2162,3984,25,109,109,178,12/15/1992,Ph.D.,B-
3398,3213,3213,786,26,99,99,183,8/29/1989,Master,C+
3133,4774,4774,1687,26,66,66,154,10/30/1995,Doctorate,C+
911,4864,4864,546,32,65,65,197,5/18/1991,Doctorate,D-
4619,2773,2773,436,35,65,65,180,1/4/1997,Doctorate,F+
4169,3113,3113,441,58,60,60,189,4/22/1986,Doctorate,D+
796,2973,2973,1897,51,62,62,181,11/7/1994,Bachelor,C-
4254,766,766,1322,59,61,61,175,12/24/1996,Master,A-
2658,2823,2823,2322,58,95,95,160,4/6/1993,Doctorate,A-
2492,1862,1862,3458,31,63,63,154,12/27/1998,Ph.D.,F-
4274,2122,2122,2748,29,73,73,191,6/17/1988,Master,C+
1452,3643,3643,4834,38,98,98,176,7/22/1992,Bachelor,B-
4029,1567,1567,3804,24,89,89,171,12/4/1986,Doctorate,C-
3253,2047,2047,2808,53,59,59,152,7/3/1988,Doctorate,A-
1707,3303,3303,2543,21,98,98,192,2/22/1997,Ph.D.,B-
2883,4544,4544,406,44,93,93,156,4/18/1987,Doctorate,A-
3754,2858,2858,2803,20,78,78,162,3/23/1988,Master,A-
411,3939,3939,2002,21,57,57,176,1/1/1996,Doctorate,A-
1066,571,571,4109,49,52,52,161,6/1/1994,Master,D-
331,2868,2868,4859,29,77,77,193,3/13/1992,Bachelor,C+
3583,1602,1602,3814,30,72,72,189,12/9/1987,Master,F-
471,1467,1467,4104,36,106,106,180,3/5/1987,Bachelor,C-
2042,3488,3488,2773,37,78,78,157,11/11/1987,Doctorate,D+
1942,3703,3703,2287,29,78,78,198,11/10/1989,Ph.D.,D-
1657,4259,4259,3839,50,70,70,187,12/17/1987,Ph.D.,A+
1677,886,886,2788,47,65,65,167,1/16/1995,Bachelor,D+
2643,1512,1512,2162,23,103,103,155,7/13/1987,Master,C+
1176,4634,4634,3043,37,91,91,192,11/21/1990,Doctorate,C-
1432,741,741,1427,44,93,93,167,4/2/1990,Ph.D.,A-
521,4969,4969,3283,33,103,103,177,2/9/1992,Bachelor,C+
2297,2297,2297,476,23,70,70,194,8/29/1988,Doctorate,A-
1327,3153,3153,4769,45,97,97,188,5/24/1995,Bachelor,A-
3683,1852,1852,3453,21,51,51,194,6/25/1995,Master,F-
1542,811,811,1392,55,93,93,197,8/8/1994,Master,D-
2823,2092,2092,1552,21,84,84,180,9/15/1991,Master,C+
1252,1897,1897,336,34,92,92,156,7/12/1992,Master,D-
2858,4754,4754,3728,57,75,75,158,5/29/1998,Bachelor,D+
3208,1792,1792,376,55,52,52,165,6/29/1996,Master,D-
3393,3193,3193,256,42,95,95,165,4/28/1997,Ph.D.,F+
4534,2427,2427,2292,20,67,67,179,5/27/1986,Ph.D.,F+
3338,3398,3398,1827,59,104,104,196,5/23/1995,Ph.D.,B+
2237,11,11,3158,23,65,65,190,4/22/1988,Master,C-
1917,4019,4019,901,33,93,93,169,6/2/1992,Doctorate,C+
1912,2778,2778,3713,43,65,65,165,3/30/1997,Bachelor,C-
4204,4139,4139,4589,27,81,81,181,6/15/1985,Doctorate,D+
526,321,321,4634,22,60,60,194,11/1/1995,Doctorate,C-
1201,4049,4049,606,27,78,78,169,6/1/1986,Doctorate,A+
3013,3834,3834,4709,32,107,107,160,8/13/1986,Ph.D.,F-
1852,356,356,4359,57,66,66,191,9/24/1997,Master,D-
731,4324,4324,4269,44,95,95,161,11/24/1995,Bachelor,B+
1877,4249,4249,286,25,77,77,163,1/9/1988,Doctorate,B-
151,631,631,3503,20,94,94,195,4/15/1997,Bachelor,C+
1031,2928,2928,4284,27,69,69,155,5/31/1992,Master,A-
1317,546,546,831,37,63,63,193,9/5/1995,Bachelor,F-
2888,1332,1332,2077,21,108,108,155,10/4/1991,Doctorate,A+
931,1582,1582,2978,51,60,60,169,7/10/1990,Bachelor,F-
2908,2658,2658,3058,53,71,71,195,1/6/1989,Bachelor,F-
4904,4379,4379,1,40,91,91,159,12/10/1990,Ph.D.,F-
2367,626,626,3308,57,73,73,153,4/9/1985,Doctorate,D-
2217,4084,4084,4394,57,94,94,198,4/7/1996,Doctorate,F+
86,4829,4829,811,21,62,62,195,5/15/1988,Bachelor,A+
941,1777,1777,3388,54,67,67,174,2/2/1991,Ph.D.,B-
2107,1922,1922,31,22,69,69,192,2/23/1994,Master,D-
4909,836,836,3473,57,101,101,184,3/28/1987,Ph.D.,C+
1001,66,66,4019,59,75,75,195,5/28/1988,Bachelor,A-
4404,3859,3859,3994,34,77,77,186,4/10/1991,Master,B-
3819,1542,1542,706,27,84,84,174,8/21/1986,Doctorate,F-
4194,4224,4224,1567,31,107,107,184,3/27/1995,Doctorate,D-
2973,3283,3283,2988,38,53,53,156,7/4/1986,Bachelor,C-
496,4654,4654,1737,55,92,92,153,6/23/1991,Doctorate,B-
1362,871,871,211,56,89,89,160,7/10/1991,Bachelor,C+
1277,2472,2472,2953,23,100,100,167,1/1/1985,Master,A+
6,621,621,4609,37,106,106,197,1/26/1989,Bachelor,A-
4399,3293,3293,566,29,102,102,170,1/1/1998,Doctorate,C+
2998,4859,4859,1031,49,60,60,162,6/8/1994,Master,B-
2397,4194,4194,471,43,100,100,186,12/5/1992,Doctorate,F-
1477,4359,4359,3949,24,100,100,189,9/20/1993,Ph.D.,F+
3178,4639,4639,3463,34,68,68,164,12/6/1988,Doctorate,A-
596,1882,1882,3008,38,55,55,187,9/30/1993,Master,B-
3413,3033,3033,1277,54,75,75,185,9/24/1988,Bachelor,B+
2307,3974,3974,846,55,105,105,170,2/6/1988,Bachelor,D+
3954,761,761,4549,32,94,94,169,9/18/1988,Doctorate,B+
3919,651,651,4854,34,85,85,169,5/8/1998,Doctorate,F-
231,951,951,1467,54,102,102,166,9/3/1994,Master,F-
4324,3203,3203,4824,24,67,67,199,11/3/1996,Doctorate,B+
1802,4469,4469,2392,35,59,59,162,8/28/1997,Master,A+
346,4054,4054,3108,42,103,103,170,3/28/1993,Bachelor,B-
4889,831,831,1842,41,92,92,171,9/17/1989,Bachelor,F+
211,3618,3618,1992,23,87,87,152,2/18/1989,Ph.D.,A-
1236,961,961,1146,28,86,86,168,11/24/1987,Master,F+
3363,401,401,4839,27,74,74,162,12/6/1992,Master,C-
3603,2718,2718,1772,26,76,76,154,8/20/1988,Master,C-
4349,2337,2337,2267,44,68,68,151,5/8/1992,Doctorate,D+
2693,1957,1957,1982,24,84,84,178,10/15/1990,Bachelor,F-
2613,2693,2693,4604,53,71,71,187,2/29/1988,Doctorate,A+
2252,3428,3428,4274,35,91,91,172,4/2/1989,Master,F-
726,1231,1231,1161,27,88,88,191,9/16/1992,Doctorate,C-
2447,1507,1507,1101,26,51,51,159,2/3/1988,Ph.D.,C-
3023,1106,1106,4039,29,51,51,173,12/18/1989,Master,C-
631,4884,4884,1612,21,89,89,197,6/20/1996,Doctorate,F-
1442,1682,1682,1091,33,52,52,180,3/19/1985,Ph.D.,C-
4759,856,856,2848,49,104,104,199,12/28/1994,Bachelor,A+
381,4479,4479,156,23,67,67,176,3/3/1997,Doctorate,B+
1146,4149,4149,3033,36,78,78,168,9/7/1998,Ph.D.,D+
806,4094,4094,2142,25,99,99,153,7/28/1993,Ph.D.,D+
3483,3383,3383,2437,23,54,54,167,9/16/1995,Doctorate,A+
3809,4739,4739,266,56,86,86,160,10/21/1992,Master,C-
1907,2392,2392,146,31,90,90,182,11/14/1987,Ph.D.,B-
446,4579,4579,1342,21,82,82,182,6/8/1992,Doctorate,F-
4869,701,701,4474,34,98,98,198,10/16/1990,Doctorate,C+
3128,3143,3143,3844,49,72,72,153,9/29/1992,Bachelor,F-
651,4439,4439,4944,43,57,57,200,5/6/1985,Master,A-
4369,1367,1367,3523,33,53,53,166,5/22/1988,Bachelor,F+
2953,4989,4989,396,54,102,102,154,4/2/1987,Ph.D.,D+
3859,4389,4389,4089,54,80,80,171,8/23/1993,Doctorate,B-
1011,606,606,2578,44,106,106,198,2/7/1994,Master,F-
2392,706,706,1096,24,96,96,190,1/27/1993,Ph.D.,A+
761,2548,2548,1852,35,85,85,188,10/24/1993,Master,A+
1537,26,26,3228,38,109,109,191,10/11/1990,Ph.D.,B+
3914,41,41,4874,36,82,82,179,11/24/1992,Ph.D.,A+
3203,2998,2998,4949,39,91,91,168,1/31/1994,Master,B-
2122,3668,3668,1892,26,53,53,173,3/16/1996,Bachelor,F-
4599,3678,3678,1977,59,86,86,180,4/5/1986,Bachelor,C+
2663,611,611,4239,25,94,94,151,6/2/1989,Ph.D.,A-
3053,1191,1191,1557,42,87,87,153,8/25/1985,Ph.D.,D+
366,3979,3979,46,22,59,59,180,5/10/1992,Ph.D.,D+
4789,301,301,4749,35,68,68,198,11/1/1998,Doctorate,F+
1647,2127,2127,2157,46,108,108,185,5/1/1998,Bachelor,F-
756,3408,3408,241,30,67,67,179,7/12/1995,Bachelor,D+
4489,76,76,4644,56,60,60,173,6/6/1997,Doctorate,C+
3799,1267,1267,1171,42,70,70,190,9/15/1998,Bachelor,D+
21,3854,3854,1081,47,87,87,174,6/7/1990,Ph.D.,C+
4019,3373,3373,1307,53,93,93,162,2/13/1993,Doctorate,D+
2783,506,506,3849,52,63,63,192,11/29/1988,Master,B+
121,2417,2417,3073,33,95,95,184,9/28/1987,Bachelor,F-
4374,2272,2272,4504,49,91,91,150,6/2/1998,Doctorate,B-
16,2057,2057,1872,31,92,92,184,6/18/1993,Bachelor,F-
1352,4559,4559,961,25,59,59,150,11/30/1987,Master,F-
1767,881,881,1051,55,64,64,161,5/28/1993,Master,C+
4614,726,726,4904,39,107,107,175,2/18/1988,Bachelor,C+
3008,2893,2893,3253,39,54,54,187,2/23/1993,Bachelor,B+
1632,1637,1637,1041,43,55,55,176,6/28/1986,Bachelor,D+
936,61,61,4304,31,61,61,150,3/5/1988,Master,D+
4779,216,216,4299,46,99,99,155,10/9/1994,Doctorate,B+
3643,4059,4059,3979,47,70,70,180,12/1/1995,Ph.D.,D-
181,2387,2387,4684,22,61,61,165,2/7/1986,Master,B-
3468,4294,4294,2027,29,80,80,178,5/28/1989,Doctorate,A-
2317,2743,2743,3348,50,66,66,185,6/12/1989,Master,A-
476,3593,3593,1221,37,104,104,153,4/16/1991,Ph.D.,D-
2172,756,756,3398,49,106,106,188,8/21/1995,Bachelor,B+
621,1622,1622,3403,46,50,50,165,7/27/1993,Doctorate,D-
1497,2983,2983,1417,22,71,71,166,8/8/1992,Master,A-
2913,2723,2723,3468,46,106,106,184,9/9/1990,Master,B-
336,2613,2613,3278,54,87,87,152,9/30/1996,Master,D-
3769,1937,1937,801,35,76,76,173,11/6/1987,Bachelor,F-
921,2623,2623,1727,59,97,97,159,1/3/1990,Bachelor,C-
606,2407,2407,296,46,98,98,155,3/19/1990,Doctorate,C+
2052,2603,2603,4409,56,105,105,169,1/31/1988,Ph.D.,F+
4694,776,776,3648,28,55,55,173,1/31/1985,Bachelor,F+
426,2222,2222,4204,32,52,52,188,2/28/1997,Ph.D.,D+
616,4364,4364,2017,58,67,67,162,10/5/1988,Doctorate,F+
2808,1462,1462,2668,47,63,63,177,10/20/1985,Bachelor,D+
1717,1727,1727,4419,41,74,74,156,1/13/1987,Doctorate,B+
901,361,361,1186,36,92,92,157,7/11/1993,Ph.D.,D-
4514,421,421,2643,55,68,68,160,5/2/1998,Master,F+
551,4134,4134,1292,52,86,86,173,8/11/1988,Master,C-
2818,1737,1737,281,29,109,109,178,5/4/1989,Bachelor,B-
4764,2528,2528,4779,23,75,75,165,1/12/1994,Doctorate,C+
1547,1892,1892,4139,57,69,69,186,12/2/1989,Ph.D.,F-
1472,436,436,226,53,74,74,153,12/7/1989,Master,B+
3308,3103,3103,191,42,69,69,158,1/11/1997,Master,B-
2758,2237,2237,4624,28,74,74,156,2/8/1991,Master,B-
3378,4354,4354,3688,43,98,98,193,6/24/1992,Ph.D.,B-
3083,4369,4369,391,42,77,77,170,12/31/1992,Master,A-
1927,4514,4514,4009,52,69,69,171,1/25/1996,Ph.D.,C+
2102,1552,1552,2107,23,88,88,168,12/11/1997,Master,F-
2022,4279,4279,1131,26,68,68,154,2/14/1994,Master,B-
2963,4459,4459,3213,30,51,51,187,1/18/1998,Bachelor,B-
3864,3298,3298,1997,38,73,73,158,4/10/1993,Ph.D.,D-
4264,821,821,3598,20,65,65,153,10/15/1992,Doctorate,B+
3989,3543,3543,2327,31,83,83,163,4/17/1985,Master,C+
1166,2107,2107,2132,59,89,89,175,10/27/1990,Master,A+
1572,1236,1236,4469,46,90,90,170,9/23/1992,Ph.D.,F-
4449,4599,4599,2713,51,79,79,194,1/14/1989,Bachelor,D+
4934,4344,4344,1206,56,90,90,183,12/17/1990,Bachelor,D-
4409,4484,4484,3653,39,65,65,155,3/21/1997,Bachelor,C-
1747,4689,4689,4529,47,64,64,178,6/21/1989,Doctorate,C+
3018,2287,2287,2913,20,74,74,182,6/28/1985,Ph.D.,A+
2137,4024,4024,3698,29,87,87,160,1/26/1994,Doctorate,A+
1952,1502,1502,1622,26,86,86,152,2/21/1997,Bachelor,A+
2152,2182,2182,1121,28,54,54,166,5/16/1988,Doctorate,D-
4874,1817,1817,2092,25,101,101,173,9/11/1989,Bachelor,A-
2853,4109,4109,1352,37,85,85,156,7/31/1998,Bachelor,C-
4024,2422,2422,1257,50,56,56,162,6/23/1996,Doctorate,C-
2533,346,346,1937,39,79,79,151,4/17/1995,Doctorate,B-
4564,1211,1211,3143,60,96,96,186,8/28/1987,Master,D+
2788,3443,3443,2553,33,102,102,198,10/31/1995,Bachelor,F+
556,386,386,4664,55,100,100,172,5/31/1990,Ph.D.,F-
3553,1407,1407,4194,59,75,75,164,3/15/1988,Bachelor,C-
4034,1632,1632,4569,29,83,83,162,6/6/1998,Ph.D.,F-
4469,3418,3418,4934,34,82,82,165,5/9/1997,Master,A+
4444,56,56,86,37,67,67,194,2/19/1992,Ph.D.,D+
41,3148,3148,331,43,86,86,198,3/24/1994,Bachelor,D-
2457,2688,2688,481,45,70,70,150,5/13/1987,Doctorate,B+
706,3208,3208,951,29,78,78,188,7/3/1996,Ph.D.,F+
1737,1221,1221,2783,45,53,53,195,10/30/1994,Doctorate,D+
4139,1977,1977,4764,53,73,73,154,7/25/1987,Bachelor,A+
3473,2157,2157,1922,24,106,106,172,5/14/1998,Ph.D.,F-
2117,576,576,761,30,73,73,165,1/29/1993,Bachelor,B+
3163,4184,4184,3668,23,81,81,177,10/18/1998,Doctorate,D+
1627,3218,3218,856,54,76,76,152,2/27/1986,Ph.D.,A-
3548,1782,1782,1882,59,56,56,185,12/31/1996,Doctorate,D+
736,4814,4814,2698,55,85,85,165,9/22/1998,Bachelor,B-
3273,126,126,3068,20,92,92,164,4/2/1994,Master,D+
2868,2838,2838,2187,52,73,73,187,11/8/1990,Ph.D.,F+
